houseid,property_type,beds,baths,sqft,lot_size,year_built,zipcode,latitude,longitude,list_price
2,Townhouse,2.0,2.5,2527.0,2467.0,2001.0,77007,29.7686065,-95.399399,479000
4,Townhouse,1.0,1.5,1450.0,750.0,2014.0,77019,29.7518498,-95.3838739,310000
9,Townhouse,3.0,3.5,1966.0,2436.0,2020.0,77057,29.7368699,-95.4825235,559998
10,Townhouse,2.0,2.5,1436.0,210654.0,1979.0,77063,29.73055,-95.5401969,155000
11,Townhouse,3.0,3.5,2693.0,1420.0,2014.0,77007,29.778938,-95.4196824,540000
12,Townhouse,2.0,2.5,1428.0,162366.0,1982.0,77063,29.7221999,-95.5364355,180000
14,Townhouse,2.0,2.0,950.0,1006.0,1968.0,77043,29.78621,-95.581534,155000
15,Townhouse,3.0,3.5,1961.0,,2022.0,77057,29.7366431,-95.4824091,555998
16,Townhouse,3.0,2.5,1385.0,1302.0,2022.0,77080,29.807742,-95.511869,319900
18,Townhouse,3.0,2.5,1945.0,,2022.0,77433,29.881141,-95.726137,309990
22,Townhouse,3.0,3.0,1728.0,1591.0,1974.0,77489,29.606262,-95.4957189,140000
23,Townhouse,2.0,2.5,1462.0,827.0,2022.0,77080,29.81782,-95.508753,375000
24,Townhouse,3.0,2.5,1385.0,1302.0,2022.0,77080,29.807742,-95.511812,319900
25,Townhouse,3.0,3.0,1952.0,1668.0,2008.0,77023,29.7411883,-95.3393592,385000
28,Townhouse,3.0,2.5,1518.0,835.0,1970.0,77043,29.813987,-95.549843,185000
29,Townhouse,2.0,2.0,1155.0,215924.0,1982.0,77077,29.7410562,-95.5884817,164900
30,Townhouse,3.0,2.5,1846.0,815.0,1970.0,77043,29.814466,-95.548233,264900
31,Townhouse,3.0,3.5,1961.0,,2022.0,77057,29.7364313,-95.4825036,569998
32,Townhouse,3.0,3.5,1961.0,1956.0,2022.0,77057,29.736713,-95.482299,569998
33,Townhouse,3.0,2.5,2782.0,2942.0,1993.0,77005,29.7064418,-95.4295262,675000
34,Townhouse,3.0,2.5,1667.0,,2022.0,77433,29.881334,-95.725845,279990
35,Townhouse,3.0,2.5,1667.0,,2022.0,77433,29.881334,-95.725845,282990
36,Townhouse,3.0,2.5,2473.0,3942.0,1992.0,77056,29.7302458,-95.4741972,540000
37,Townhouse,3.0,2.5,1667.0,,2022.0,77433,29.881334,-95.725845,282990
39,Townhouse,3.0,3.5,2239.0,,2020.0,77004,29.7394262,-95.3651577,500000
40,Townhouse,3.0,2.5,1667.0,,2022.0,77433,29.881334,-95.725845,279990
41,Townhouse,3.0,2.5,1667.0,,2022.0,77433,29.881334,-95.725845,279990
45,Townhouse,2.0,2.5,1812.0,,1978.0,77077,29.7400396,-95.5832627,220000
46,Townhouse,3.0,2.5,1274.0,1629.0,2022.0,77379,30.042235,-95.49113,259900
48,Townhouse,3.0,3.5,2208.0,,2022.0,77020,29.7691725,-95.3341253,525000
49,Townhouse,3.0,3.5,2648.0,1384.0,1998.0,77019,29.7489833,-95.4069282,525000
51,Townhouse,3.0,3.5,2302.0,1779.0,1999.0,77006,29.7408008,-95.3956043,549900
52,Townhouse,3.0,2.5,2082.0,1448.0,1976.0,77079,29.780987,-95.5960011,229000
53,Townhouse,2.0,1.5,1230.0,411301.0,1965.0,77035,29.654127,-95.477651,130000
55,Townhouse,2.0,2.5,1560.0,,1979.0,77019,29.7541551,-95.4075768,324900
56,Townhouse,3.0,3.5,2134.0,2200.0,2001.0,77007,29.7719216,-95.4200696,400000
57,Townhouse,2.0,2.0,1556.0,2242.0,1999.0,77014,29.9935592,-95.4825941,185000
63,Townhouse,2.0,1.5,1260.0,136254.0,1969.0,77079,29.7796718,-95.5653358,215000
64,Townhouse,3.0,2.5,1752.0,1332.0,1980.0,77030,29.7009181,-95.4188747,360000
73,Townhouse,3.0,2.5,2194.0,1698.0,2002.0,77025,29.6775094,-95.4357097,315000
78,Townhouse,4.0,3.0,2113.0,1450.0,2022.0,77051,29.6661962,-95.3566473,350000
84,Townhouse,2.0,2.5,1558.0,1212.0,1972.0,77098,29.733447,-95.421578,349000
86,Townhouse,4.0,3.5,4172.0,2602.0,2001.0,77006,29.7448052,-95.4008159,799000
87,Townhouse,2.0,2.5,1232.0,2112.0,1984.0,77339,30.0695145,-95.1973458,205000
89,Townhouse,4.0,2.5,2108.0,2804.0,1972.0,77080,29.8266892,-95.544687,230000
95,Townhouse,3.0,3.5,,5000.0,2022.0,77051,29.6735103,-95.3743055,359900
96,Townhouse,3.0,2.5,4068.0,2998.0,1979.0,77063,29.7479783,-95.5370191,575000
98,Townhouse,3.0,2.5,1491.0,1554.0,1977.0,77058,29.5431198,-95.1072645,182000
99,Townhouse,2.0,2.5,2160.0,1637.0,2007.0,77095,29.8984309,-95.6210201,229000
100,Townhouse,2.0,1.0,1120.0,10000.0,1940.0,77004,29.7297213,-95.3457088,450000
102,Townhouse,2.0,1.0,888.0,5000.0,1935.0,77004,29.7332698,-95.3548056,225000
104,Townhouse,3.0,3.5,2841.0,1763.0,2002.0,77006,29.7510722,-95.3998071,575000
105,Townhouse,3.0,3.5,2211.0,1570.0,2002.0,77058,29.5373188,-95.0965786,384900
106,Townhouse,2.0,2.5,1294.0,295897.0,1975.0,77043,29.8137353,-95.5720057,119900
112,Townhouse,3.0,3.5,2051.0,1706.0,2023.0,77008,29.799903,-95.4197503,489990
114,Townhouse,3.0,3.5,3337.0,2806.0,2008.0,77006,29.7330119,-95.4002466,799900
116,Townhouse,2.0,2.5,1800.0,1438.0,1980.0,77054,29.6967415,-95.3906422,309000
117,Townhouse,3.0,3.5,3150.0,1439.0,1999.0,77006,29.7439438,-95.3864717,584500
118,Townhouse,3.0,3.5,2130.0,,2022.0,77018,29.8185815,-95.4402426,495000
119,Townhouse,3.0,3.5,2443.0,1399.0,2019.0,77003,29.7458099,-95.3487175,535000
120,Townhouse,3.0,2.5,2558.0,2287.0,1970.0,77063,29.7456132,-95.5028337,447000
123,Townhouse,2.0,2.0,1496.0,2070.0,1979.0,77039,29.9040707,-95.3077712,125000
124,Townhouse,3.0,2.5,2380.0,2500.0,1997.0,77007,29.775342,-95.411338,495000
125,Townhouse,3.0,2.5,1358.0,2227.0,2022.0,77091,29.847246,-95.420599,269990
127,Townhouse,3.0,2.5,2256.0,2697.0,1974.0,77063,29.7462172,-95.5392333,375000
128,Townhouse,3.0,2.5,1358.0,1580.0,2022.0,77091,29.847436,-95.420605,269990
129,Townhouse,3.0,2.0,1722.0,1366.0,2003.0,77009,29.801375,-95.3808132,350000
130,Townhouse,2.0,2.5,1210.0,1694.0,1999.0,77004,29.7407007,-95.3686493,299995
132,Townhouse,3.0,2.5,1854.0,2213.0,2006.0,77072,29.6914694,-95.6132534,237000
134,Townhouse,4.0,4.5,3086.0,,2022.0,77055,29.7954983,-95.4554512,599900
141,Townhouse,3.0,3.5,2349.0,1850.0,2015.0,77019,29.758103,-95.3801016,499000
143,Townhouse,4.0,3.0,3074.0,2895.0,2010.0,77082,29.7324293,-95.5828946,399900
147,Townhouse,2.0,2.0,1924.0,2308.0,2003.0,77006,29.7512729,-95.3850661,370000
148,Townhouse,2.0,2.5,1780.0,1200.0,1976.0,77098,29.7353929,-95.4082242,484900
149,Townhouse,3.0,2.5,2008.0,528433.0,1973.0,77057,29.7561102,-95.4851523,389999
152,Townhouse,3.0,2.5,1696.0,1179.0,1976.0,77092,29.8523797,-95.4854926,168000
153,Townhouse,3.0,3.5,2414.0,1152.0,1998.0,77005,29.724982,-95.447025,588000
155,Townhouse,2.0,2.5,1680.0,1680.0,1977.0,77079,29.7737841,-95.6180371,279000
156,Townhouse,3.0,2.5,2145.0,,1975.0,77079,29.7783835,-95.6010579,219500
157,Townhouse,3.0,2.5,1963.0,5357.0,2008.0,77084,29.8536847,-95.6680018,265900
158,Townhouse,3.0,3.5,3916.0,2078.0,2016.0,77019,29.7485092,-95.4160664,1250000
163,Townhouse,3.0,3.5,2154.0,1508.0,2019.0,77020,29.766438,-95.3362633,495000
164,Townhouse,2.0,2.5,2623.0,,1967.0,77056,29.7456286,-95.4686682,649000
165,Townhouse,2.0,2.5,1210.0,1845.0,2022.0,77379,30.041934,-95.491322,229900
167,Townhouse,2.0,2.5,1210.0,1845.0,2022.0,77379,30.041791,-95.491219,229900
168,Townhouse,3.0,3.5,2377.0,1512.0,2010.0,77007,29.7656103,-95.4169666,559000
169,Townhouse,2.0,2.5,1210.0,1409.0,2022.0,77379,30.042126,-95.491459,234900
171,Townhouse,3.0,4.5,4442.0,7063.0,1969.0,77056,29.769149,-95.4691596,1299000
172,Townhouse,4.0,3.0,2396.0,3398.0,1976.0,77024,29.7505133,-95.5270949,575000
173,Townhouse,3.0,3.5,3039.0,2838.0,2008.0,77006,29.749972,-95.400386,685000
174,Townhouse,2.0,2.0,1552.0,2071.0,2007.0,77003,29.7427425,-95.3464247,359000
175,Townhouse,1.0,1.0,697.0,334827.0,1971.0,77035,29.65496,-95.480184,90000
179,Townhouse,4.0,4.5,3912.0,1839.0,,77025,29.7055916,-95.4339584,1515000
181,Townhouse,3.0,3.5,2284.0,2175.0,2009.0,77080,29.8139838,-95.5105328,359000
182,Townhouse,3.0,2.5,1795.0,2464.0,1992.0,77339,30.068953,-95.196952,219990
185,Townhouse,3.0,2.5,1422.0,1574.0,2022.0,77008,29.784962,-95.426516,419700
186,Townhouse,3.0,2.5,2483.0,2850.0,1979.0,77025,29.7063653,-95.4313528,535000
187,Townhouse,2.0,2.0,1800.0,1845.0,2001.0,77019,29.7567376,-95.3776277,350000
188,Townhouse,2.0,1.5,1269.0,90772.0,1977.0,77055,29.8054904,-95.4899891,173000
189,Townhouse,3.0,3.0,2548.0,3955.0,2013.0,77494,29.7692903,-95.7894973,400000
190,Townhouse,3.0,2.5,1980.0,21127.0,1965.0,77058,29.5435707,-95.1005764,520000
193,Townhouse,3.0,3.5,2312.0,,2022.0,77020,29.7689817,-95.3341997,550000
195,Townhouse,2.0,2.0,1200.0,2239.0,1979.0,77039,29.9007528,-95.3072932,107000
197,Townhouse,3.0,4.0,2792.0,1800.0,2008.0,77006,29.7480551,-95.3827564,565000
199,Townhouse,2.0,2.5,1344.0,,1980.0,77077,29.7380385,-95.6118249,195000
202,Townhouse,3.0,3.5,3420.0,1705.0,2008.0,77024,29.7806194,-95.5586721,850000
207,Townhouse,3.0,2.5,1664.0,1679.0,1977.0,77072,29.7141124,-95.5831643,185000
210,Townhouse,3.0,2.5,2074.0,2250.0,2006.0,77004,29.7316581,-95.3691138,380000
211,Townhouse,3.0,3.5,1768.0,1546.0,2013.0,77004,29.7401585,-95.3674398,397500
212,Townhouse,3.0,3.5,2733.0,2204.0,1999.0,77007,29.7657508,-95.4204554,508800
213,Townhouse,3.0,2.0,1140.0,107508.0,1970.0,77080,29.8059238,-95.5273366,139000
214,Townhouse,2.0,1.5,1052.0,398376.0,1972.0,77091,29.8477011,-95.4746273,65000
215,Townhouse,3.0,3.0,2385.0,2500.0,1997.0,77005,29.7188348,-95.4187497,665000
221,Townhouse,3.0,2.5,1320.0,2035.0,2017.0,77031,29.6590165,-95.5295163,219900
224,Townhouse,3.0,3.5,2028.0,1469.0,2022.0,77023,29.7358715,-95.3293869,449000
225,Townhouse,3.0,3.5,2028.0,1890.0,2022.0,77023,29.7358715,-95.3293869,459000
226,Townhouse,4.0,3.5,2677.0,2245.0,2007.0,77007,29.7794758,-95.4283979,460000
229,Townhouse,3.0,3.5,3000.0,2989.0,2015.0,77007,29.7748055,-95.4204591,799000
230,Townhouse,2.0,2.0,1315.0,1180.0,1979.0,77036,29.692166,-95.549912,169000
231,Townhouse,2.0,3.5,2892.0,3963.0,1977.0,77057,29.760803,-95.4960238,600000
232,Townhouse,3.0,2.5,2039.0,1405.0,2008.0,77003,29.7550073,-95.3477089,365000
233,Townhouse,3.0,3.5,2424.0,1568.0,1999.0,77007,29.7668232,-95.416557,470000
236,Townhouse,3.0,3.0,1834.0,1610.0,2006.0,77070,29.967108,-95.54725,320000
237,Townhouse,2.0,2.5,1620.0,118135.0,1983.0,77063,29.7228532,-95.5360351,179000
239,Townhouse,2.0,2.5,2260.0,4170.0,1995.0,77005,29.7270723,-95.4431398,569000
240,Townhouse,3.0,2.5,1958.0,1672.0,2002.0,77082,29.727359,-95.630436,250000
241,Townhouse,3.0,2.5,2581.0,4200.0,1980.0,77057,29.7442919,-95.4889289,540000
243,Townhouse,3.0,3.5,2237.0,1569.0,2012.0,77006,29.7332683,-95.393812,575000
245,Townhouse,3.0,3.5,3388.0,2500.0,2008.0,77019,29.7436044,-95.4057527,615000
247,Townhouse,3.0,2.5,1422.0,1509.0,2022.0,77008,29.785156,-95.427233,399700
249,Townhouse,3.0,2.5,1274.0,1409.0,2022.0,77379,30.041838,-95.491254,245000
250,Townhouse,4.0,2.5,1383.0,1995.0,2017.0,77031,29.6592038,-95.5293523,219900
251,Townhouse,3.0,3.5,2082.0,1658.0,2018.0,77008,29.810539,-95.416553,465000
252,Townhouse,3.0,2.5,2300.0,2275.0,2005.0,77004,29.7244413,-95.3656381,345000
256,Townhouse,3.0,2.5,2200.0,257848.0,1978.0,77079,29.772491,-95.619377,398000
257,Townhouse,6.0,6.0,2450.0,5000.0,2020.0,77021,29.7005184,-95.3536203,539000
259,Townhouse,3.0,4.5,5512.0,3674.0,1979.0,77063,29.7421077,-95.5188172,795000
260,Townhouse,3.0,3.5,2410.0,1584.0,2004.0,77007,29.7662317,-95.4078223,489000
261,Townhouse,3.0,3.0,1402.0,222260.0,1978.0,77063,29.7255611,-95.5343746,170000
264,Townhouse,3.0,4.0,3824.0,1903.0,2022.0,77025,29.7052463,-95.4354082,1499900
265,Townhouse,3.0,2.5,1900.0,1349.0,1972.0,77098,29.733659,-95.421578,449900
268,Townhouse,3.0,2.0,1831.0,2827.0,1978.0,77057,29.747214,-95.4783341,360000
272,Townhouse,3.0,2.5,1992.0,1285.0,1973.0,77079,29.7798856,-95.60123,315000
273,Townhouse,2.0,1.0,956.0,101526.0,1983.0,77071,29.6696373,-95.527487,82000
275,Townhouse,2.0,1.5,1068.0,251985.0,1956.0,77027,29.7480987,-95.4477061,233000
279,Townhouse,3.0,3.5,3396.0,2500.0,2012.0,77007,29.7730919,-95.4260567,779000
280,Townhouse,2.0,2.0,1476.0,3336.0,1979.0,77057,29.7540698,-95.4869304,339000
281,Townhouse,3.0,3.5,3837.0,2004.0,1982.0,77056,29.750544,-95.476024,990000
282,Townhouse,3.0,3.5,2799.0,4796.0,2005.0,77007,29.7727793,-95.4181493,749000
283,Townhouse,2.0,2.5,1831.0,903156.0,1977.0,77077,29.7543983,-95.5859745,205000
284,Townhouse,3.0,3.0,2603.0,1967.0,1999.0,77004,29.7404123,-95.371373,419900
285,Townhouse,3.0,3.5,2658.0,1407.0,2013.0,77019,29.7547032,-95.3882765,625000
286,Townhouse,3.0,3.5,2150.0,1529.0,2015.0,77004,29.7199959,-95.3666388,430000
289,Townhouse,4.0,3.0,2180.0,2693.0,1979.0,77024,29.7612343,-95.5478446,479600
297,Townhouse,4.0,3.5,2996.0,1422.0,2007.0,77057,29.7353842,-95.4777271,456000
298,Townhouse,3.0,2.5,2256.0,1754.0,2003.0,77025,29.676623,-95.4356202,315000
299,Townhouse,3.0,3.5,2221.0,1883.0,2022.0,77055,29.8037683,-95.4690462,468000
300,Townhouse,3.0,3.5,2962.0,2500.0,1999.0,77019,29.7550319,-95.4019778,548000
304,Townhouse,2.0,2.5,2297.0,1996.0,1998.0,77006,29.7458346,-95.3931576,499900
305,Townhouse,3.0,3.5,3655.0,2388.0,2016.0,77433,29.9179909,-95.6905778,750000
306,Townhouse,3.0,2.5,3374.0,1481.0,2007.0,77056,29.7306225,-95.4688934,499999
307,Townhouse,2.0,2.5,1591.0,1350.0,1977.0,77024,29.7626875,-95.5507171,280000
309,Townhouse,3.0,3.5,2242.0,1730.0,2001.0,77007,29.768953,-95.3998866,549900
310,Townhouse,2.0,2.5,1478.0,1441.0,2008.0,77007,29.7746297,-95.3967876,359900
311,Townhouse,2.0,2.0,1652.0,1566.0,2002.0,77004,29.7412735,-95.3707285,330000
314,Townhouse,3.0,2.5,2522.0,2223.0,1981.0,77056,29.7601348,-95.4585596,548000
316,Townhouse,2.0,2.5,1588.0,1587.0,1980.0,77042,29.7581791,-95.576556,229000
317,Townhouse,1.0,1.5,920.0,1460.0,1978.0,77096,29.6661599,-95.5027255,87000
320,Townhouse,2.0,1.5,1056.0,,1973.0,77057,29.7434646,-95.4978243,224900
321,Townhouse,3.0,3.5,3232.0,2025.0,1992.0,77056,29.76027,-95.4598029,549000
324,Townhouse,2.0,2.5,1380.0,1412.0,1977.0,77072,29.7143252,-95.5835214,147500
325,Townhouse,3.0,3.5,2284.0,1615.0,2007.0,77070,29.967594,-95.547189,310000
326,Townhouse,3.0,2.5,1963.0,2527.0,2020.0,77018,29.8413827,-95.430709,350000
327,Townhouse,4.0,4.5,3126.0,1515.0,2008.0,77004,29.7251997,-95.3840778,574000
328,Townhouse,3.0,3.0,2722.0,3600.0,1969.0,77056,29.7460982,-95.4682177,699000
331,Townhouse,3.0,3.5,2264.0,2217.0,1979.0,77079,29.7729667,-95.59908,287500
332,Townhouse,3.0,3.5,2349.0,1850.0,2014.0,77019,29.7581188,-95.3797131,535000
333,Townhouse,2.0,2.5,1232.0,176413.0,1979.0,77077,29.7409945,-95.5867155,169900
334,Townhouse,2.0,3.0,2489.0,1573.0,2003.0,77007,29.7702544,-95.4056643,449989
336,Townhouse,2.0,2.5,1252.0,3539.0,2004.0,77095,29.915794,-95.6679298,230000
337,Townhouse,3.0,2.5,1838.0,950.0,1977.0,77024,29.7625093,-95.5528582,325000
340,Townhouse,3.0,2.5,2121.0,1725.0,2005.0,77007,29.771599,-95.40561,419900
345,Townhouse,3.0,2.5,2015.0,1412.0,2003.0,77008,29.8009496,-95.4221919,385000
346,Townhouse,3.0,2.5,2824.0,3368.0,2007.0,77025,29.7036244,-95.4426038,665000
347,Townhouse,2.0,2.0,1027.0,398376.0,1972.0,77091,29.8477011,-95.4746273,78500
349,Townhouse,2.0,2.0,1196.0,1059.0,1980.0,77035,29.6456786,-95.5009043,125000
350,Townhouse,1.0,1.0,1033.0,621953.0,1969.0,77063,29.7447144,-95.5357337,138000
352,Townhouse,3.0,2.5,2248.0,2777.0,1982.0,77057,29.7412128,-95.4889551,525000
353,Townhouse,4.0,4.5,2800.0,1409.0,2014.0,77004,29.7407529,-95.3635838,500000
356,Townhouse,3.0,2.5,1976.0,1975.0,1970.0,77043,29.8139363,-95.5508076,189000
357,Townhouse,3.0,2.5,1945.0,,2022.0,77433,29.881141,-95.726137,294990
360,Townhouse,2.0,2.5,2327.0,1556.0,2008.0,77004,29.739739,-95.362927,350000
361,Townhouse,4.0,3.0,2726.0,1558.0,1979.0,77079,29.7743263,-95.6101093,284500
362,Townhouse,3.0,3.5,2302.0,1759.0,2005.0,77007,29.7804049,-95.4202776,477900
363,Townhouse,4.0,4.5,3216.0,1756.0,1997.0,77019,29.7470738,-95.4074824,786000
364,Townhouse,3.0,2.5,2636.0,1526.0,2000.0,77098,29.7370997,-95.4073378,680000
365,Townhouse,4.0,2.5,2820.0,2550.0,1972.0,77063,29.744503,-95.5025433,500000
369,Townhouse,3.0,2.5,2079.0,,2002.0,77082,29.727359,-95.630436,260000
371,Townhouse,3.0,2.5,2090.0,,,77020,29.779817,-95.3168719,373000
372,Townhouse,3.0,2.5,2356.0,2500.0,2007.0,77042,29.7346834,-95.5632543,320000
374,Townhouse,3.0,2.5,2090.0,,2022.0,77020,29.7799042,-95.3168705,373000
376,Townhouse,3.0,2.5,2113.0,2730.0,1982.0,77057,29.741216,-95.488271,425000
377,Townhouse,2.0,2.0,1496.0,2085.0,1979.0,77039,29.9044539,-95.3074281,130000
378,Townhouse,2.0,3.0,2398.0,,1974.0,77079,29.772491,-95.619377,348000
379,Townhouse,3.0,3.0,1659.0,2037.0,1998.0,77014,29.9935592,-95.4825941,219900
384,Townhouse,3.0,2.0,1504.0,2490.0,1973.0,77072,29.6927293,-95.5980321,185000
385,Townhouse,3.0,3.5,2059.0,1501.0,2005.0,77006,29.7418088,-95.3887531,475000
386,Townhouse,3.0,2.5,1464.0,1825.0,1975.0,77099,29.6697418,-95.6018965,185999
387,Townhouse,3.0,2.5,1683.0,2799.0,2005.0,77014,29.9954127,-95.4724944,209000
388,Townhouse,3.0,3.0,1728.0,1586.0,1974.0,77489,29.6055075,-95.4939114,175000
390,Townhouse,3.0,2.5,2478.0,2732.0,1993.0,77025,29.7027837,-95.4279968,595000
393,Townhouse,4.0,3.5,2888.0,2804.0,1972.0,77080,29.8256405,-95.544974,259950
395,Townhouse,3.0,3.5,1917.0,1567.0,2014.0,77007,29.7786505,-95.4193403,449500
396,Townhouse,3.0,3.5,2542.0,1594.0,2003.0,77006,29.7493827,-95.3815941,465000
399,Townhouse,2.0,2.5,1747.0,1447.0,1980.0,77030,29.7009181,-95.4188747,299000
400,Townhouse,2.0,2.5,1608.0,,2013.0,77098,29.7355138,-95.4264378,390000
401,Townhouse,3.0,3.5,3192.0,1691.0,2022.0,77025,29.7057035,-95.4351106,1289000
402,Townhouse,3.0,2.5,1702.0,397555.0,1978.0,77057,29.7582469,-95.4834517,285000
405,Townhouse,3.0,3.5,2860.0,2090.0,2014.0,77098,29.735643,-95.4082519,739000
406,Townhouse,3.0,2.5,2320.0,4515.0,1982.0,77057,29.741411,-95.488151,419000
408,Townhouse,2.0,1.5,1200.0,,1969.0,77063,29.7447144,-95.5357337,145000
410,Townhouse,2.0,2.5,1464.0,73451.0,1983.0,77057,29.7398752,-95.4796653,259000
411,Townhouse,3.0,2.5,2064.0,117105.0,1980.0,77079,29.7788906,-95.5998549,245000
412,Townhouse,3.0,2.5,2800.0,1833.0,1982.0,77057,29.7535295,-95.4870184,495000
413,Townhouse,2.0,1.5,1318.0,1554.0,1975.0,77089,29.5897643,-95.2210909,169000
415,Townhouse,3.0,2.0,1424.0,1441411.0,1973.0,77060,29.9215142,-95.4025032,140000
416,Townhouse,2.0,2.5,1254.0,398376.0,1972.0,77091,29.8477011,-95.4746273,83000
418,Townhouse,3.0,3.0,1861.0,1884.0,2020.0,77020,29.7664982,-95.3402643,460900
421,Townhouse,3.0,3.5,2325.0,1403.0,2009.0,77007,29.7667351,-95.4016518,480000
424,Townhouse,3.0,3.5,2454.0,1437.0,2018.0,77008,29.802222,-95.420337,475000
425,Townhouse,2.0,2.5,1198.0,2000.0,1984.0,77083,29.6911351,-95.6241716,120000
427,Townhouse,3.0,2.5,2222.0,1300.0,2000.0,77005,29.7256986,-95.4460456,550000
429,Townhouse,3.0,2.5,2361.0,3353.0,1978.0,77079,29.777216,-95.6304648,359000
430,Townhouse,3.0,2.0,1118.0,14400.0,1986.0,77088,29.87637,-95.42151,299900
431,Townhouse,3.0,3.5,2193.0,1512.0,2003.0,77006,29.7504297,-95.3852588,450000
432,Townhouse,3.0,3.5,2107.0,1417.0,2006.0,77007,29.78149,-95.4234669,385000
437,Townhouse,2.0,2.5,1350.0,104878.0,1979.0,77058,29.549414,-95.102289,178000
438,Townhouse,3.0,2.5,2106.0,3478.0,1979.0,77057,29.7400226,-95.4778174,358000
444,Townhouse,3.0,4.0,3348.0,1948.0,2008.0,77004,29.7248086,-95.3789515,548000
445,Townhouse,3.0,3.5,3108.0,2626.0,2022.0,77057,29.735098,-95.482713,855000
446,Townhouse,3.0,3.5,2758.0,2013.0,2022.0,77057,29.7349999,-95.4827682,759000
449,Townhouse,3.0,3.5,3052.0,2473.0,2022.0,77057,29.7349999,-95.4827682,840000
451,Townhouse,2.0,2.5,1416.0,1426.0,1975.0,77042,29.7510691,-95.555524,239500
452,Townhouse,2.0,2.5,2242.0,1744.0,1999.0,77007,29.7623465,-95.4185539,415000
453,Townhouse,3.0,2.5,1364.0,,1974.0,77099,29.6808188,-95.5707609,155000
454,Townhouse,2.0,2.5,2429.0,1983.0,2016.0,77433,29.9182216,-95.6906903,359000
459,Townhouse,2.0,2.5,1460.0,1747.0,1977.0,77077,29.752578,-95.582416,211000
460,Townhouse,3.0,2.5,2070.0,1483.0,1975.0,77042,29.745771,-95.555419,224000
462,Townhouse,3.0,2.5,1855.0,1705.0,2022.0,77091,29.8569249,-95.4301622,324900
463,Townhouse,3.0,3.5,2111.0,1899.0,2018.0,77043,29.8011417,-95.567217,369500
465,Townhouse,3.0,3.5,2505.0,2056.0,1997.0,77019,29.755138,-95.399025,635000
466,Townhouse,2.0,2.0,2041.0,1521.0,2004.0,77021,29.7106581,-95.3793042,319900
469,Townhouse,2.0,2.0,2524.0,2788.0,1978.0,77058,29.5539995,-95.0776077,228700
470,Townhouse,3.0,3.5,3292.0,1924.0,2006.0,77027,29.7347094,-95.4507964,874900
471,Townhouse,4.0,2.5,1412.0,2246.0,1980.0,77072,29.692309,-95.5989705,195000
472,Townhouse,3.0,2.5,1764.0,3520.0,2004.0,77041,29.834107,-95.5328399,224900
473,Townhouse,2.0,2.5,1600.0,677039.0,1984.0,77054,29.6860055,-95.3826264,188000
474,Townhouse,3.0,3.5,2050.0,2500.0,2022.0,77020,29.7682232,-95.3399763,465000
475,Townhouse,1.0,1.5,784.0,5350.0,1933.0,77007,29.7753477,-95.4148389,409950
476,Townhouse,3.0,2.5,2388.0,2835.0,1997.0,77006,29.7348918,-95.3872785,475000
477,Townhouse,2.0,2.5,2104.0,1409.0,2004.0,77004,29.7370857,-95.3708058,350000
478,Townhouse,2.0,2.5,1956.0,1476.0,2000.0,77019,29.7524865,-95.3816087,375000
482,Townhouse,3.0,3.5,3142.0,2325.0,1994.0,77056,29.7297862,-95.4678167,645000
485,Townhouse,2.0,1.5,1069.0,2086.0,1979.0,77039,29.9008195,-95.3032147,100000
489,Townhouse,3.0,2.5,2684.0,5496.0,1980.0,77024,29.7480018,-95.529067,570000
490,Townhouse,2.0,2.5,2602.0,1650.0,1972.0,77006,29.7470382,-95.3825547,423000
491,Townhouse,2.0,1.0,860.0,43384.0,1947.0,77018,29.8328113,-95.4042836,1550000
492,Townhouse,3.0,2.5,1872.0,412973.0,1975.0,77057,29.75254,-95.4848899,380000
495,Townhouse,2.0,2.0,1501.0,,2016.0,77063,29.7356285,-95.507611,259000
496,Townhouse,3.0,2.5,1799.0,1413.0,2008.0,77025,29.6627025,-95.438348,295000
499,Townhouse,3.0,3.5,2384.0,1890.0,2002.0,77027,29.7444192,-95.4519421,575000
500,Townhouse,3.0,2.0,1244.0,1131.0,1980.0,77035,29.6450469,-95.5019441,131900
501,Townhouse,3.0,2.5,2139.0,2140.0,1999.0,77007,29.7782954,-95.4137904,472000
504,Townhouse,3.0,3.5,2364.0,1489.0,2019.0,77055,29.792524,-95.460024,464000
505,Townhouse,3.0,3.5,2278.0,1675.0,2019.0,77008,29.792678,-95.4342023,562500
506,Townhouse,3.0,2.5,1720.0,1250.0,1973.0,77006,29.7355189,-95.3867161,360000
509,Townhouse,1.0,1.5,1192.0,185411.0,1982.0,77054,29.6947726,-95.3908582,162000
510,Townhouse,3.0,3.5,2354.0,4272.0,2008.0,77055,29.7952621,-95.5210441,399000
511,Townhouse,2.0,1.0,782.0,3570.0,1930.0,77004,29.7377153,-95.3575442,128500
512,Townhouse,3.0,2.5,1840.0,205361.0,1968.0,77079,29.7698669,-95.5982873,200000
513,Townhouse,3.0,3.5,2731.0,1769.0,2005.0,77004,29.7265274,-95.3820746,615000
514,Townhouse,3.0,3.5,2785.0,2624.0,2012.0,77003,29.7490042,-95.3478142,498000
515,Townhouse,2.0,1.5,1216.0,1420.0,1999.0,77004,29.7399172,-95.368913,275000
516,Townhouse,3.0,3.5,2674.0,1408.0,2006.0,77019,29.7522305,-95.3833832,519000
