houseid,property_type,beds,baths,sqft,lot_size,year_built,zipcode,latitude,longitude,list_price
1830,Single Family Residential,3.0,2.5,2071.0,5450.0,2004.0,77449,29.8551439,-95.7167994,284900
1835,Single Family Residential,3.0,2.5,2386.0,,2022.0,77365,30.0865,-95.188,420990
1839,Single Family Residential,3.0,2.0,2541.0,6727.0,2004.0,77084,29.861833,-95.6534155,352000
1843,Single Family Residential,4.0,2.0,2338.0,7304.0,1970.0,77089,29.5901749,-95.2316228,315000
1845,Single Family Residential,4.0,2.5,1824.0,,2022.0,77075,29.624047,-95.293277,307970
1850,Single Family Residential,3.0,2.5,2273.0,11347.0,1968.0,77073,30.0292358,-95.4100519,270000
1851,Single Family Residential,4.0,2.5,2362.0,5175.0,2022.0,77068,29.9953588,-95.4981515,299990
1855,Single Family Residential,5.0,2.0,1984.0,7245.0,1977.0,77450,29.781564,-95.7560571,300000
1858,Single Family Residential,3.0,2.0,1494.0,4887.0,2017.0,77489,29.5944947,-95.5072184,310000
1859,Single Family Residential,5.0,4.5,3800.0,7262.0,2019.0,77018,29.8240703,-95.4516045,1300000
1862,Single Family Residential,3.0,3.5,1942.0,,2022.0,77026,29.7790268,-95.3499846,507400
1863,Single Family Residential,4.0,2.5,1880.0,5000.0,1930.0,77023,29.713714,-95.3183173,360000
1864,Single Family Residential,4.0,2.5,1824.0,,2022.0,77075,29.624047,-95.293277,312970
1865,Single Family Residential,4.0,2.5,1824.0,,2022.0,77075,29.624047,-95.293277,307970
1867,Single Family Residential,4.0,2.5,1619.0,,2022.0,77075,29.624047,-95.293277,297970
1868,Single Family Residential,3.0,2.0,1240.0,7475.0,1977.0,77598,29.5307069,-95.1558958,239900
1869,Single Family Residential,3.0,2.0,1546.0,6000.0,1970.0,77050,29.9008713,-95.2892412,197000
1874,Single Family Residential,4.0,2.5,2394.0,5064.0,2022.0,77022,29.8219492,-95.3573262,399000
1877,Single Family Residential,2.0,1.0,1384.0,5000.0,1930.0,77007,29.7755629,-95.4228989,479900
1879,Single Family Residential,5.0,5.5,5719.0,7336.0,2014.0,77055,29.7877877,-95.4627507,1450000
1881,Single Family Residential,4.0,2.0,2235.0,7150.0,1965.0,77089,29.5991513,-95.2123344,270000
1882,Single Family Residential,3.0,2.0,1660.0,6600.0,1982.0,77084,29.8711565,-95.6376417,249900
1883,Single Family Residential,3.0,3.0,1851.0,5000.0,1920.0,77007,29.7741966,-95.3688678,499000
1884,Single Family Residential,3.0,2.0,1408.0,6600.0,1959.0,77092,29.8244594,-95.471535,389999
1887,Single Family Residential,4.0,2.0,2257.0,6325.0,2001.0,77041,29.8650452,-95.5990877,325000
1888,Single Family Residential,3.0,2.0,1481.0,6825.0,1974.0,77092,29.8387882,-95.4787232,339900
1892,Single Family Residential,4.0,2.5,3133.0,6325.0,2001.0,77084,29.8105278,-95.7018105,365000
1893,Single Family Residential,5.0,4.0,3361.0,,2022.0,77339,30.06639,-95.238706,516550
1894,Single Family Residential,4.0,2.5,2682.0,5398.0,2013.0,77433,29.8921736,-95.7073821,299000
1896,Single Family Residential,4.0,3.0,2136.0,6200.0,1930.0,77007,29.7726445,-95.37267,699000
1897,Single Family Residential,3.0,2.5,1595.0,2400.0,2022.0,77020,29.7809617,-95.3207682,385000
1898,Single Family Residential,3.0,2.0,1914.0,7079.0,1974.0,77477,29.6572693,-95.5938752,299000
1900,Single Family Residential,3.0,2.0,2054.0,6874.0,2015.0,77493,29.832857,-95.7858918,300000
1901,Single Family Residential,3.0,1.0,1150.0,6540.0,1940.0,77033,29.670287,-95.3355983,164900
1903,Single Family Residential,5.0,6.5,8648.0,13046.0,2006.0,77094,29.7667825,-95.6960545,2067000
1904,Single Family Residential,4.0,2.0,1924.0,6720.0,1983.0,77095,29.8820287,-95.6678374,264999
1905,Single Family Residential,3.0,1.5,1213.0,6050.0,1962.0,77016,29.8804578,-95.2892412,150000
1906,Single Family Residential,3.0,2.5,1422.0,4593.0,2004.0,77449,29.8745989,-95.7234521,250000
1907,Single Family Residential,4.0,2.5,2404.0,5393.0,2001.0,77407,29.6619887,-95.7318538,335000
1909,Single Family Residential,5.0,4.5,4447.0,7320.0,2014.0,77018,29.8223259,-95.4407239,1374999
1910,Single Family Residential,3.0,2.5,3089.0,15600.0,1950.0,77025,29.6888631,-95.4383778,575000
1911,Single Family Residential,3.0,1.0,868.0,2500.0,1930.0,77012,29.7332458,-95.2882104,139900
1913,Single Family Residential,4.0,2.5,1813.0,2500.0,2022.0,77009,29.7857777,-95.3625814,450000
1915,Single Family Residential,5.0,3.0,1897.0,6540.0,1954.0,77092,29.831823,-95.4689549,390000
1916,Single Family Residential,3.0,2.0,1638.0,7245.0,1976.0,77084,29.8505469,-95.6407427,234900
1917,Single Family Residential,3.0,2.5,1550.0,1900.0,2022.0,77055,29.8092498,-95.4824335,364900
1918,Single Family Residential,2.0,1.0,876.0,5000.0,1935.0,77004,29.7386927,-95.3601237,259000
1920,Single Family Residential,4.0,2.5,2729.0,9576.0,2004.0,77049,29.8065479,-95.1398474,289900
1921,Single Family Residential,3.0,3.5,2651.0,9229.0,2019.0,77365,30.0957785,-95.1855536,475000
1928,Single Family Residential,3.0,3.5,2945.0,1850.0,2006.0,77008,29.8054054,-95.4163528,445000
1931,Single Family Residential,3.0,2.0,1716.0,6300.0,2001.0,77449,29.803168,-95.7370785,275000
1935,Single Family Residential,3.0,2.5,1504.0,1667.0,2022.0,77091,29.8510927,-95.4199322,319990
1936,Single Family Residential,3.0,1.0,1100.0,6388.0,1950.0,77051,29.6485598,-95.3709192,200000
1939,Single Family Residential,3.0,2.5,1944.0,5660.0,2003.0,77089,29.5745756,-95.2171049,339000
1941,Single Family Residential,4.0,2.5,2890.0,11238.0,1965.0,77096,29.6710502,-95.4693849,869900
1943,Single Family Residential,6.0,5.0,6090.0,87120.0,1907.0,77070,29.9507865,-95.5819538,610000
1944,Single Family Residential,3.0,2.0,1812.0,6470.0,1974.0,77092,29.8432552,-95.4834953,385000
1945,Single Family Residential,5.0,3.0,2585.0,13000.0,1956.0,77055,29.7981154,-95.5219324,375000
1948,Single Family Residential,3.0,2.0,1574.0,4400.0,2022.0,77053,29.600697,-95.441164,296837
1950,Single Family Residential,3.0,1.5,1028.0,7440.0,1982.0,77049,29.8135333,-95.1980701,164000
1953,Single Family Residential,4.0,2.0,2064.0,8400.0,1965.0,77035,29.6556159,-95.4958591,339900
1959,Single Family Residential,4.0,2.5,2740.0,5864.0,2005.0,77047,29.606904,-95.3581573,311000
1963,Single Family Residential,3.0,2.5,1504.0,1668.0,2022.0,77091,29.8512289,-95.4201774,329990
1965,Single Family Residential,3.0,2.5,1504.0,1667.0,2022.0,77091,29.8510927,-95.4199322,319990
1967,Single Family Residential,4.0,2.0,2013.0,6686.0,2002.0,77089,29.5782668,-95.2438598,350900
1968,Single Family Residential,2.0,2.5,1495.0,,2022.0,77080,29.83061,-95.534985,362490
1969,Single Family Residential,3.0,2.5,1627.0,4079.0,2022.0,77016,29.8229852,-95.3241296,289900
1970,Single Family Residential,3.0,2.0,1378.0,4803.0,2002.0,77053,29.6102399,-95.4317752,225000
1971,Single Family Residential,3.0,2.0,1247.0,6955.0,1981.0,77373,30.0448137,-95.34373,208000
1974,Single Family Residential,3.0,2.0,1873.0,6540.0,1955.0,77033,29.668546,-95.3216679,295000
1975,Single Family Residential,3.0,2.5,4040.0,15950.0,1962.0,77030,29.7000038,-95.4169052,785444
1976,Single Family Residential,4.0,2.0,1509.0,5791.0,1950.0,77021,29.6892702,-95.3428783,300000
1978,Single Family Residential,4.0,3.0,3285.0,11495.0,1983.0,77027,29.7353956,-95.4448933,1500000
1980,Single Family Residential,3.0,2.5,2542.0,5580.0,2020.0,77038,29.9027173,-95.4555644,294900
1981,Single Family Residential,3.0,3.0,2396.0,1342.0,1994.0,77019,29.7450426,-95.4059608,439000
1982,Single Family Residential,4.0,2.5,2117.0,5748.0,2018.0,77047,29.6172257,-95.3943194,349900
1983,Single Family Residential,4.0,2.0,2366.0,8400.0,1963.0,77096,29.6691137,-95.4967614,579000
1986,Single Family Residential,3.0,2.0,1254.0,5800.0,1970.0,77048,29.6406768,-95.3485319,141667
1991,Single Family Residential,4.0,3.5,4540.0,15043.0,2000.0,77095,29.8952103,-95.6755634,665000
1993,Single Family Residential,3.0,3.5,3050.0,8581.0,1955.0,77096,29.6877334,-95.4740539,609000
1996,Single Family Residential,3.0,2.5,1702.0,5625.0,2002.0,77016,29.8391354,-95.3099885,315000
1998,Single Family Residential,3.0,2.0,1396.0,5000.0,2022.0,77047,29.627801,-95.384113,297990
2001,Single Family Residential,4.0,2.0,1270.0,6900.0,1951.0,77034,29.6479643,-95.2432479,229900
2002,Single Family Residential,4.0,2.5,2353.0,6000.0,2013.0,77407,29.6922029,-95.7544631,375000
2003,Single Family Residential,3.0,2.5,2567.0,6301.0,1997.0,77047,29.5972429,-95.355409,268888
2004,Single Family Residential,4.0,2.5,2842.0,7800.0,2007.0,77044,29.9277727,-95.1715992,385000
2006,Single Family Residential,3.0,2.0,1396.0,4800.0,2022.0,77047,29.6202051,-95.3786766,296990
2008,Single Family Residential,4.0,2.0,2291.0,8330.0,1965.0,77018,29.8394337,-95.4542187,475000
2009,Single Family Residential,4.0,2.5,2763.0,12664.0,2007.0,77433,29.8973486,-95.7116588,410000
2010,Single Family Residential,5.0,6.0,4558.0,6500.0,2005.0,77005,29.7105433,-95.4323796,2150000
2011,Single Family Residential,4.0,2.5,2500.0,7475.0,1973.0,77089,29.6047514,-95.2180835,265000
2012,Single Family Residential,3.0,1.0,962.0,20400.0,1940.0,77022,29.8232652,-95.3596698,320000
2015,Single Family Residential,3.0,2.0,2342.0,6219.0,1976.0,77077,29.7677694,-95.6371283,320000
2016,Single Family Residential,4.0,3.0,2760.0,7152.0,2000.0,77070,29.97192,-95.5724964,369900
2018,Single Family Residential,3.0,2.0,1899.0,8004.0,1970.0,77036,29.6967035,-95.5492184,284880
2019,Single Family Residential,4.0,4.0,4591.0,13300.0,1973.0,77079,29.7767658,-95.6349392,739000
2021,Single Family Residential,4.0,2.0,2012.0,9750.0,1982.0,77449,29.8016572,-95.7593859,325000
2026,Single Family Residential,4.0,2.0,1548.0,5000.0,1971.0,77075,29.6360575,-95.2578132,250000
2027,Single Family Residential,2.0,1.0,882.0,43492.0,1948.0,77091,29.8518156,-95.4378767,625000
2030,Single Family Residential,4.0,2.0,1921.0,6600.0,1982.0,77373,30.0645566,-95.3882906,239500
2036,Single Family Residential,4.0,4.0,3200.0,8561.0,2022.0,77025,29.6693639,-95.4442546,750000
2040,Single Family Residential,3.0,1.0,1200.0,5500.0,1955.0,77051,29.6449806,-95.3733242,160000
2042,Single Family Residential,4.0,4.5,4622.0,12128.0,2015.0,77044,29.9690432,-95.1579706,849900
2043,Single Family Residential,3.0,2.5,1774.0,4000.0,2022.0,77336,30.02953,-95.110632,279490
2044,Single Family Residential,3.0,1.0,1350.0,8363.0,1945.0,77037,29.8989758,-95.393587,195000
2045,Single Family Residential,3.0,2.0,1760.0,7084.0,1983.0,77064,29.9168749,-95.5697067,274900
2046,Single Family Residential,4.0,1.5,1593.0,6765.0,1970.0,77047,29.6223553,-95.3679683,189900
2047,Single Family Residential,3.0,2.5,1590.0,4500.0,2002.0,77085,29.6340767,-95.4691187,260000
2048,Single Family Residential,3.0,2.5,2740.0,2500.0,2016.0,77007,29.7753169,-95.4120055,550000
2049,Single Family Residential,4.0,4.5,4576.0,2858.0,2015.0,77006,29.7294948,-95.3889859,1679000
2052,Single Family Residential,3.0,2.5,1568.0,2135.0,2022.0,77091,29.851238,-95.438581,359990
2053,Single Family Residential,3.0,2.0,1365.0,5756.0,1981.0,77064,29.9253848,-95.575635,260000
2055,Single Family Residential,3.0,2.0,1263.0,6608.0,1963.0,77049,29.8588162,-95.1337804,197500
2057,Single Family Residential,4.0,3.5,3201.0,2625.0,2023.0,77055,29.784277,-95.440015,775448
2058,Single Family Residential,4.0,2.5,2700.0,11776.0,1981.0,77345,30.0499436,-95.1710882,465000
2066,Single Family Residential,3.0,1.0,1161.0,6600.0,1975.0,77044,29.8532386,-95.2096028,195000
2067,Single Family Residential,5.0,4.5,4349.0,15114.0,2009.0,77429,29.9815194,-95.6616121,694900
2068,Single Family Residential,4.0,2.5,2913.0,6360.0,1992.0,77041,29.8619742,-95.6183821,384900
2069,Single Family Residential,4.0,2.5,2490.0,4580.0,2016.0,77044,29.8689213,-95.2039768,290000
2076,Single Family Residential,4.0,4.0,4788.0,8580.0,2007.0,77008,29.791678,-95.4031696,2195000
2080,Single Family Residential,3.0,2.5,2128.0,9450.0,1992.0,77449,29.8149727,-95.7651433,300000
2082,Single Family Residential,3.0,2.0,1050.0,6000.0,2006.0,77091,29.8612,-95.422568,220000
2084,Single Family Residential,3.0,2.0,2264.0,6300.0,1982.0,77477,29.6611252,-95.5923156,289900
2085,Single Family Residential,4.0,3.0,2988.0,9600.0,1973.0,77068,30.0010453,-95.4920165,290000
2087,Single Family Residential,3.0,3.0,3803.0,8239.0,2000.0,77079,29.7764638,-95.6325843,895000
2088,Single Family Residential,3.0,2.5,1860.0,,2022.0,77336,30.02943,-95.110445,283990
2090,Single Family Residential,4.0,2.0,1930.0,,2022.0,77346,29.9451276,-95.1911205,375000
2092,Single Family Residential,5.0,3.5,4396.0,9100.0,2000.0,77082,29.7212202,-95.5771736,999000
2094,Single Family Residential,5.0,3.5,3672.0,11982.0,1974.0,77380,30.1339274,-95.4511221,720000
2096,Single Family Residential,4.0,3.5,3345.0,6899.0,1983.0,77068,30.0065981,-95.485687,340000
2100,Single Family Residential,3.0,2.0,1260.0,5390.0,1976.0,77078,29.8491485,-95.232153,184900
2101,Single Family Residential,3.0,3.0,2065.0,10890.0,1947.0,77008,29.8085003,-95.42335,1150000
2103,Single Family Residential,5.0,4.5,4018.0,8124.0,2017.0,77365,30.0933655,-95.1879784,620000
2104,Single Family Residential,3.0,2.5,1780.0,,2022.0,77373,30.065541,-95.366321,299995
2105,Single Family Residential,3.0,3.5,2339.0,1783.0,2014.0,77007,29.7807522,-95.4238798,540000
2107,Single Family Residential,4.0,2.5,2958.0,13024.0,2000.0,77339,30.0354597,-95.2187767,419000
2108,Single Family Residential,3.0,2.0,1741.0,8778.0,1961.0,77042,29.7460024,-95.5648249,408000
2111,Single Family Residential,5.0,6.0,7028.0,17607.0,1993.0,77056,29.7584274,-95.4705316,2695000
2114,Single Family Residential,3.0,2.5,3191.0,6112.0,2008.0,77018,29.8232036,-95.41999,750000
2116,Single Family Residential,4.0,2.0,1520.0,7812.0,1978.0,77084,29.8290636,-95.6946772,268000
2118,Single Family Residential,3.0,2.0,1913.0,7537.0,2005.0,77429,29.9835122,-95.7213236,299000
2119,Single Family Residential,4.0,2.5,2827.0,7396.0,2003.0,77066,29.9621974,-95.5026697,349900
2121,Single Family Residential,2.0,2.5,1940.0,3393.0,2005.0,77087,29.6991578,-95.2998163,264500
2124,Single Family Residential,3.0,2.0,1452.0,6900.0,1974.0,77059,29.6010128,-95.1096011,295000
2126,Single Family Residential,3.0,3.5,3159.0,3275.0,2019.0,77008,29.8097046,-95.4076709,985000
2127,Single Family Residential,4.0,2.0,1881.0,10685.0,1966.0,77080,29.8244523,-95.5313612,370000
2128,Single Family Residential,3.0,2.5,2080.0,5215.0,2014.0,77048,29.6386124,-95.3212379,300000
2129,Single Family Residential,6.0,2.0,1746.0,9100.0,1940.0,77029,29.7697037,-95.2467971,295000
2131,Single Family Residential,4.0,3.5,3342.0,5949.0,2006.0,77494,29.7807018,-95.7904212,390000
2134,Single Family Residential,4.0,3.0,2441.0,5363.0,2011.0,77449,29.8179837,-95.761192,335000
2136,Single Family Residential,4.0,2.5,2330.0,4400.0,2012.0,77014,29.985402,-95.4496483,275000
2137,Single Family Residential,3.0,2.5,1872.0,6770.0,2016.0,77433,29.8950972,-95.7303729,295000
2138,Single Family Residential,3.0,2.5,2245.0,1600.0,1999.0,77007,29.7670639,-95.4168441,510000
2142,Single Family Residential,3.0,1.0,1372.0,7130.0,1950.0,77037,29.8704915,-95.400377,195000
2144,Single Family Residential,3.0,2.0,1736.0,8556.0,1981.0,77339,30.0624928,-95.1902787,285000
2145,Single Family Residential,3.0,3.5,2111.0,1400.0,2022.0,77004,29.7341886,-95.3680733,499900
2149,Single Family Residential,4.0,2.0,2625.0,8800.0,1968.0,77080,29.8145919,-95.5338006,625000
2151,Single Family Residential,3.0,2.5,2255.0,9225.0,1965.0,77042,29.7524134,-95.566794,560000
2152,Single Family Residential,4.0,2.5,1971.0,2500.0,2018.0,77021,29.6824692,-95.3724134,349900
2154,Single Family Residential,5.0,3.5,3387.0,8400.0,2011.0,77044,29.9622013,-95.1641828,482000
2155,Single Family Residential,4.0,4.5,3919.0,4025.0,2014.0,77055,29.7993565,-95.5095196,899000
2158,Single Family Residential,5.0,5.5,4733.0,7475.0,2022.0,77401,29.6901642,-95.4714531,1595000
2159,Single Family Residential,3.0,2.5,,3000.0,2022.0,77091,29.8617531,-95.4225827,320000
2161,Single Family Residential,3.0,2.5,1789.0,5481.0,2006.0,77346,29.9857675,-95.1932156,249900
2163,Single Family Residential,3.0,2.0,1524.0,5000.0,2017.0,77051,29.6733424,-95.3685423,249900
2164,Single Family Residential,4.0,3.5,3556.0,7440.0,2022.0,77018,29.8347187,-95.4336632,1279000
2165,Single Family Residential,4.0,2.5,2642.0,13110.0,1972.0,77069,29.974745,-95.5267286,325000
2167,Single Family Residential,3.0,3.0,2441.0,9969.0,1955.0,77055,29.7915258,-95.5361467,424700
2168,Single Family Residential,4.0,2.5,2721.0,5159.0,2005.0,77075,29.6145161,-95.2613633,300000
2169,Single Family Residential,5.0,3.5,3145.0,7866.0,1982.0,77077,29.7574455,-95.5897301,520000
2170,Single Family Residential,4.0,3.0,2448.0,5935.0,2011.0,77406,29.6747729,-95.7595869,395000
2171,Single Family Residential,3.0,2.0,1356.0,4000.0,1935.0,77023,29.7331122,-95.3206048,265000
2172,Single Family Residential,3.0,2.5,1854.0,5071.0,2012.0,77338,30.0306227,-95.3739375,219900
2177,Single Family Residential,3.0,2.0,1395.0,,2022.0,77045,29.641324,-95.398219,348361
2178,Single Family Residential,3.0,2.0,1244.0,5020.0,1982.0,77083,29.6876749,-95.6705085,250000
2181,Single Family Residential,4.0,3.5,2361.0,2714.0,2022.0,77045,29.641324,-95.398219,469530
2184,Single Family Residential,3.0,2.0,1450.0,6600.0,1979.0,77015,29.7844029,-95.2047535,239900
2185,Single Family Residential,3.0,3.5,1821.0,2409.0,2022.0,77045,29.641324,-95.398219,401860
2186,Single Family Residential,4.0,3.5,2858.0,10180.0,1992.0,77064,29.8985153,-95.560723,449900
2187,Single Family Residential,3.0,2.0,1653.0,13060.0,1978.0,77598,29.5290483,-95.160598,273000
2188,Single Family Residential,5.0,3.5,3620.0,9600.0,1998.0,77059,29.609148,-95.1165191,435000
2190,Single Family Residential,3.0,2.0,1646.0,8976.0,1958.0,77074,29.698456,-95.5056782,235000
2192,Single Family Residential,3.0,3.5,2257.0,2714.0,2022.0,77045,29.641324,-95.398219,465008
2193,Single Family Residential,3.0,2.0,1884.0,10500.0,1963.0,77008,29.7916334,-95.4218155,715000
2197,Single Family Residential,3.0,3.5,3594.0,2912.0,2011.0,77056,29.7357683,-95.4748116,715000
2198,Single Family Residential,3.0,2.5,1771.0,,2022.0,77080,29.830462,-95.534984,397090
2199,Single Family Residential,3.0,2.5,1771.0,,2022.0,77080,29.830466,-95.534802,379490
2200,Single Family Residential,3.0,2.5,1771.0,,2022.0,77080,29.830241,-95.534557,396140
2205,Single Family Residential,3.0,2.5,2953.0,10649.0,1973.0,77069,29.9827492,-95.519432,399000
2206,Single Family Residential,4.0,2.5,3285.0,8700.0,1972.0,77096,29.6645496,-95.4984082,435000
2209,Single Family Residential,4.0,3.0,2738.0,9775.0,1978.0,77070,29.9870901,-95.592213,359000
2210,Single Family Residential,4.0,3.5,3531.0,7800.0,2012.0,77044,29.9639345,-95.1613312,449900
2211,Single Family Residential,3.0,3.5,2911.0,4900.0,1984.0,77077,29.7589206,-95.6148135,465000
2214,Single Family Residential,3.0,3.0,1953.0,5900.0,1969.0,77069,29.9810726,-95.5312654,265000
2215,Single Family Residential,3.0,1.5,1944.0,26880.0,1950.0,77061,29.6632349,-95.3020623,345000
2216,Single Family Residential,2.0,2.0,1120.0,67091.0,2011.0,77336,30.0548336,-95.102784,425000
2217,Single Family Residential,3.0,2.5,2569.0,3323.0,2006.0,77008,29.7976433,-95.4122285,575000
2221,Single Family Residential,3.0,2.0,1602.0,7130.0,1984.0,77095,29.8862979,-95.6649198,269000
2222,Single Family Residential,4.0,2.5,2290.0,8400.0,1965.0,77096,29.6763537,-95.5028228,349900
2223,Single Family Residential,4.0,4.5,4629.0,6600.0,2007.0,77009,29.7841202,-95.3854688,1650000
2224,Single Family Residential,3.0,1.0,1580.0,5000.0,1938.0,77011,29.7420772,-95.3037681,285000
2228,Single Family Residential,4.0,2.5,2439.0,19382.0,1974.0,77386,30.1371853,-95.441952,374000
2229,Single Family Residential,4.0,2.5,1914.0,5060.0,2012.0,77088,29.8925344,-95.4544999,300000
2231,Single Family Residential,4.0,2.5,2735.0,7965.0,2003.0,77095,29.9214416,-95.6635639,424900
2233,Single Family Residential,3.0,2.0,1650.0,7020.0,2022.0,77078,29.859027,-95.251952,300000
2234,Single Family Residential,4.0,3.0,4004.0,79127.0,1955.0,77061,29.6764557,-95.2826868,247000
2236,Single Family Residential,4.0,3.5,3371.0,13078.0,2003.0,77044,29.9245566,-95.1769554,575000
2237,Single Family Residential,4.0,2.5,2912.0,7039.0,1996.0,77070,29.9597616,-95.5800048,368900
2238,Single Family Residential,4.0,3.5,3297.0,9577.0,1989.0,77345,30.0682494,-95.1794817,420000
2239,Single Family Residential,4.0,2.5,2753.0,8672.0,2006.0,77494,29.7017717,-95.8168632,469900
2240,Single Family Residential,4.0,3.5,2507.0,11646.0,2016.0,77433,29.9467576,-95.6785431,385000
2242,Single Family Residential,3.0,2.5,2399.0,4084.0,2022.0,77055,29.7856163,-95.440196,717777
2244,Single Family Residential,3.0,3.5,1924.0,1413.0,2022.0,77055,29.7980955,-95.5015698,439777
2246,Single Family Residential,4.0,2.5,2509.0,9114.0,2008.0,77067,29.9615207,-95.4396801,270000
2247,Single Family Residential,5.0,3.5,3710.0,11520.0,1956.0,77024,29.7736201,-95.5438668,1500000
2249,Single Family Residential,3.0,2.5,2245.0,2688.0,2022.0,77007,29.7817285,-95.4280397,525000
2250,Single Family Residential,4.0,2.0,1936.0,9260.0,2005.0,77449,29.8562922,-95.7173341,260000
2251,Single Family Residential,3.0,2.0,2438.0,10000.0,2003.0,77021,29.6955181,-95.3534159,400000
2253,Single Family Residential,3.0,2.0,1196.0,5616.0,1920.0,77009,29.7931357,-95.3799891,719000
2255,Single Family Residential,3.0,3.5,1792.0,1649.0,2022.0,77004,29.7341325,-95.3629694,419900
2258,Single Family Residential,3.0,2.0,1630.0,6539.0,2006.0,77433,29.8857737,-95.7189381,270000
2259,Single Family Residential,4.0,2.5,2561.0,13038.0,1972.0,77089,29.5872626,-95.232197,289999
2260,Single Family Residential,3.0,2.5,1838.0,6300.0,1981.0,77064,29.9218711,-95.5793893,255900
2262,Single Family Residential,3.0,2.0,,5000.0,,77021,29.6848334,-95.3777401,484900
2265,Single Family Residential,3.0,1.0,816.0,5000.0,1940.0,77020,29.7808222,-95.3152538,140000
2266,Single Family Residential,3.0,1.0,1242.0,6517.0,1958.0,77092,29.828133,-95.4884112,220000
2271,Single Family Residential,3.0,2.5,1554.0,1554.0,2022.0,77018,29.8316595,-95.4026191,389900
2272,Single Family Residential,3.0,2.5,1554.0,1556.0,2022.0,77018,29.8316595,-95.4026191,395900
2273,Single Family Residential,3.0,2.5,1541.0,1574.0,2022.0,77018,29.8313606,-95.4022791,405900
2274,Single Family Residential,4.0,3.5,3895.0,7440.0,2022.0,77018,29.8295827,-95.4303072,1379000
2276,Single Family Residential,4.0,4.5,4288.0,10990.0,2022.0,77018,29.8291372,-95.420281,1575000
2277,Single Family Residential,3.0,2.5,1541.0,1554.0,2022.0,77018,29.8313606,-95.4022791,389900
2278,Single Family Residential,3.0,2.5,1463.0,1463.0,2022.0,77018,29.831266,-95.4024975,389900
2279,Single Family Residential,3.0,2.0,1416.0,4902.0,1983.0,77377,30.0279031,-95.6099246,245999
2280,Single Family Residential,3.0,2.5,1541.0,1554.0,2022.0,77018,29.8313606,-95.4022791,399900
2281,Single Family Residential,3.0,2.5,1554.0,1554.0,2022.0,77018,29.8316595,-95.4026191,389900
2282,Single Family Residential,3.0,3.5,1857.0,1564.0,2022.0,77018,29.8384615,-95.4165779,424900
2283,Single Family Residential,3.0,3.5,1857.0,1472.0,2022.0,77018,29.8377902,-95.4163691,424900
2284,Single Family Residential,3.0,3.5,1857.0,1495.0,2022.0,77018,29.8384715,-95.4168847,424900
2285,Single Family Residential,3.0,3.5,1951.0,1980.0,2022.0,77018,29.8384715,-95.4168847,434900
2286,Single Family Residential,3.0,2.5,1670.0,1725.0,,77091,29.851559,-95.430992,362040
2287,Single Family Residential,3.0,3.5,1857.0,1495.0,2022.0,77018,29.8384715,-95.4168847,424900
2289,Single Family Residential,2.0,2.0,1468.0,1725.0,,77091,29.85151,-95.431077,344990
2290,Single Family Residential,3.0,3.5,1942.0,2454.0,2022.0,77018,29.8326987,-95.4158618,414900
2292,Single Family Residential,3.0,3.5,1857.0,1495.0,2022.0,77018,29.8384715,-95.4168847,424900
2294,Single Family Residential,3.0,3.5,1857.0,1472.0,2022.0,77018,29.837856,-95.4163713,424900
2297,Single Family Residential,3.0,3.5,1861.0,2110.0,2022.0,77018,29.8344115,-95.4130781,439900
2299,Single Family Residential,3.0,3.5,1877.0,1600.0,2022.0,77018,29.8326987,-95.4158618,399000
2300,Single Family Residential,3.0,2.5,1732.0,1700.0,2022.0,77018,29.8346864,-95.4127045,429900
2301,Single Family Residential,3.0,3.5,1877.0,1600.0,2022.0,77018,29.8326987,-95.4158618,399000
2303,Single Family Residential,3.0,2.0,1220.0,5150.0,1949.0,77021,29.6876784,-95.3598333,245000
2304,Single Family Residential,3.0,2.5,1732.0,1860.0,2022.0,77018,29.8344115,-95.4130781,429900
2307,Single Family Residential,3.0,3.5,2177.0,1675.0,2022.0,77018,29.8230227,-95.4233514,479900
2309,Single Family Residential,3.0,3.5,2177.0,1676.0,2022.0,77018,29.8232387,-95.4234864,479900
2310,Single Family Residential,3.0,3.5,2177.0,1675.0,2022.0,77018,29.8230227,-95.4233514,479900
2312,Single Family Residential,3.0,2.5,1735.0,1976.0,2023.0,77091,29.847874,-95.456738,369900
2314,Single Family Residential,4.0,4.5,4795.0,5610.0,2003.0,77056,29.7575114,-95.4648596,1800000
2318,Single Family Residential,3.0,2.5,1735.0,1754.0,2023.0,77091,29.847874,-95.456738,355900
2320,Single Family Residential,3.0,2.5,1735.0,1754.0,2023.0,77091,29.847874,-95.456738,359900
2323,Single Family Residential,3.0,2.5,1735.0,1951.0,2023.0,77091,29.847874,-95.456738,369900
2325,Single Family Residential,3.0,2.5,1735.0,1951.0,2023.0,77091,29.847874,-95.456738,369900
2326,Single Family Residential,3.0,2.0,1797.0,5725.0,2003.0,77066,29.9501808,-95.4938602,275000
2330,Single Family Residential,3.0,2.5,1735.0,1754.0,2023.0,77091,29.847874,-95.456738,355900
2331,Single Family Residential,3.0,2.5,1735.0,1754.0,2023.0,77091,29.847874,-95.456738,355900
2332,Single Family Residential,4.0,2.5,2731.0,7860.0,2016.0,77080,29.811807,-95.5173466,699000
2334,Single Family Residential,3.0,3.5,1827.0,1579.0,2023.0,77091,29.847874,-95.456738,369900
